Date	Time	Name	Level	Text	Headers	Captions	Total
2018-11-23	18:50:40	Growing kidney organoids	Subsection	8	3	0	11
2018-11-23	18:50:40	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-23	18:50:40	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-23	18:50:40	Introduction	Section	0	1	0	1
2018-11-23	18:50:40	Splatter publication	Section	0	2	0	2
2018-11-23	18:50:40	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-23	18:50:40	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-23	18:50:40	Conclusion	Chapter	0	1	0	1
2018-11-23	18:50:40	References	Chapter	0	1	0	1
2018-11-23	19:16:54	docs/thesis.tex	Document	1882	91	0	1973
2018-11-23	19:16:54	Introduction	Chapter	1727	61	0	1788
2018-11-23	19:16:54	RNA sequencing	Section	21	12	0	33
2018-11-23	19:16:54	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-23	19:16:54	High-throughput sequencing	Subsection	5	2	0	7
2018-11-23	19:16:54	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-23	19:16:54	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-23	19:16:54	Single-cell capture technologies	Section	1387	12	0	1399
2018-11-23	19:16:54	Droplet based cell capture	Subsection	311	4	0	315
2018-11-23	19:16:54	Unique Molecular Identifiers	Subsection	343	3	0	346
2018-11-23	19:16:54	Recent advances	Subsection	390	2	0	392
2018-11-23	19:16:54	Features of single-cell RNA-seq data	Section	9	5	0	14
2018-11-23	19:16:54	Analysing scRNA-seq data	Section	34	18	0	52
2018-11-23	19:16:54	Pre-processing and quality control	Subsection	13	4	0	17
2018-11-23	19:16:54	Integrating multiple datasets	Subsection	5	3	0	8
2018-11-23	19:16:54	Grouping cells	Subsection	4	2	0	6
2018-11-23	19:16:54	Ordering cells	Subsection	4	2	0	6
2018-11-23	19:16:54	Gene detection and interpretation	Subsection	8	4	0	12
2018-11-23	19:16:54	Kidney development	Section	18	11	0	29
2018-11-23	19:16:54	Structure and function	Subsection	7	3	0	10
2018-11-23	19:16:54	Stages of development	Subsection	3	3	0	6
2018-11-23	19:16:54	Growing kidney organoids	Subsection	8	3	0	11
2018-11-23	19:16:54	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-23	19:16:54	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-23	19:16:54	Introduction	Section	0	1	0	1
2018-11-23	19:16:54	Splatter publication	Section	0	2	0	2
2018-11-23	19:16:54	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-23	19:16:54	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-23	19:16:54	Conclusion	Chapter	0	1	0	1
2018-11-23	19:16:54	References	Chapter	0	1	0	1
2018-11-24	10:42:20	docs/thesis.tex	Document	2586	86	0	2672
2018-11-24	10:42:20	Introduction	Chapter	2431	56	0	2487
2018-11-24	10:42:20	RNA sequencing	Section	21	12	0	33
2018-11-24	10:42:20	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	10:42:20	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	10:42:20	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	10:42:20	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	10:42:20	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	10:42:20	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	10:42:20	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	10:42:20	Recent advances	Subsection	390	2	0	392
2018-11-24	10:42:20	Analysing scRNA-seq data	Section	744	18	0	762
2018-11-24	10:42:20	Pre-processing and quality control	Subsection	13	4	0	17
2018-11-24	10:42:20	Integrating multiple datasets	Subsection	5	3	0	8
2018-11-24	10:42:20	Grouping cells	Subsection	4	2	0	6
2018-11-24	10:42:20	Ordering cells	Subsection	4	2	0	6
2018-11-24	10:42:20	Gene detection and interpretation	Subsection	8	4	0	12
2018-11-24	10:42:20	Kidney development	Section	18	11	0	29
2018-11-24	10:42:20	Structure and function	Subsection	7	3	0	10
2018-11-24	10:42:20	Stages of development	Subsection	3	3	0	6
2018-11-24	10:42:20	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	10:42:20	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	10:42:20	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	10:42:20	Introduction	Section	0	1	0	1
2018-11-24	10:42:20	Splatter publication	Section	0	2	0	2
2018-11-24	10:42:20	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	10:42:20	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	10:42:20	Conclusion	Chapter	0	1	0	1
2018-11-24	10:42:20	References	Chapter	0	1	0	1
2018-11-24	11:36:32	docs/thesis.tex	Document	3146	86	0	3232
2018-11-24	11:36:32	Introduction	Chapter	2991	56	0	3047
2018-11-24	11:36:32	RNA sequencing	Section	21	12	0	33
2018-11-24	11:36:32	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	11:36:32	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	11:36:32	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	11:36:32	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	11:36:32	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	11:36:32	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	11:36:32	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	11:36:32	Recent advances	Subsection	390	2	0	392
2018-11-24	11:36:32	Analysing scRNA-seq data	Section	1304	18	0	1322
2018-11-24	11:36:32	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	11:36:32	Integrating multiple datasets	Subsection	5	3	0	8
2018-11-24	11:36:32	Grouping cells	Subsection	4	2	0	6
2018-11-24	11:36:32	Ordering cells	Subsection	4	2	0	6
2018-11-24	11:36:32	Gene detection and interpretation	Subsection	8	4	0	12
2018-11-24	11:36:32	Kidney development	Section	18	11	0	29
2018-11-24	11:36:32	Structure and function	Subsection	7	3	0	10
2018-11-24	11:36:32	Stages of development	Subsection	3	3	0	6
2018-11-24	11:36:32	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	11:36:32	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	11:36:32	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	11:36:32	Introduction	Section	0	1	0	1
2018-11-24	11:36:32	Splatter publication	Section	0	2	0	2
2018-11-24	11:36:32	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	11:36:32	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	11:36:32	Conclusion	Chapter	0	1	0	1
2018-11-24	11:36:32	References	Chapter	0	1	0	1
2018-11-24	12:09:17	docs/thesis.tex	Document	3646	86	0	3732
2018-11-24	12:09:17	Introduction	Chapter	3491	56	0	3547
2018-11-24	12:09:17	RNA sequencing	Section	21	12	0	33
2018-11-24	12:09:17	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	12:09:17	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	12:09:17	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	12:09:17	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	12:09:17	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	12:09:17	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	12:09:17	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	12:09:17	Recent advances	Subsection	390	2	0	392
2018-11-24	12:09:17	Analysing scRNA-seq data	Section	1804	18	0	1822
2018-11-24	12:09:17	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	12:09:17	Normalisation and integration	Subsection	502	3	0	505
2018-11-24	12:09:17	Grouping cells	Subsection	6	2	0	8
2018-11-24	12:09:17	Ordering cells	Subsection	5	2	0	7
2018-11-24	12:09:17	Gene detection and interpretation	Subsection	8	4	0	12
2018-11-24	12:09:17	Kidney development	Section	18	11	0	29
2018-11-24	12:09:17	Structure and function	Subsection	7	3	0	10
2018-11-24	12:09:17	Stages of development	Subsection	3	3	0	6
2018-11-24	12:09:17	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	12:09:17	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	12:09:17	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	12:09:17	Introduction	Section	0	1	0	1
2018-11-24	12:09:17	Splatter publication	Section	0	2	0	2
2018-11-24	12:09:17	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	12:09:17	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	12:09:17	Conclusion	Chapter	0	1	0	1
2018-11-24	12:09:17	References	Chapter	0	1	0	1
2018-11-24	13:49:28	docs/thesis.tex	Document	4032	86	0	4118
2018-11-24	13:49:28	Introduction	Chapter	3877	56	0	3933
2018-11-24	13:49:28	RNA sequencing	Section	21	12	0	33
2018-11-24	13:49:28	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	13:49:28	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	13:49:28	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	13:49:28	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	13:49:28	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	13:49:28	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	13:49:28	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	13:49:28	Recent advances	Subsection	390	2	0	392
2018-11-24	13:49:28	Analysing scRNA-seq data	Section	2190	18	0	2208
2018-11-24	13:49:28	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	13:49:28	Normalisation and integration	Subsection	506	3	0	509
2018-11-24	13:49:28	Grouping cells	Subsection	388	2	0	390
2018-11-24	13:49:28	Ordering cells	Subsection	5	2	0	7
2018-11-24	13:49:28	Gene detection and interpretation	Subsection	8	4	0	12
2018-11-24	13:49:28	Kidney development	Section	18	11	0	29
2018-11-24	13:49:28	Structure and function	Subsection	7	3	0	10
2018-11-24	13:49:28	Stages of development	Subsection	3	3	0	6
2018-11-24	13:49:28	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	13:49:28	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	13:49:28	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	13:49:28	Introduction	Section	0	1	0	1
2018-11-24	13:49:28	Splatter publication	Section	0	2	0	2
2018-11-24	13:49:28	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	13:49:28	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	13:49:28	Conclusion	Chapter	0	1	0	1
2018-11-24	13:49:28	References	Chapter	0	1	0	1
2018-11-24	14:11:06	docs/thesis.tex	Document	4268	88	0	4356
2018-11-24	14:11:06	Introduction	Chapter	4113	58	0	4171
2018-11-24	14:11:06	RNA sequencing	Section	21	12	0	33
2018-11-24	14:11:06	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	14:11:06	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	14:11:06	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	14:11:06	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	14:11:06	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	14:11:06	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	14:11:06	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	14:11:06	Recent advances	Subsection	390	2	0	392
2018-11-24	14:11:06	Analysing scRNA-seq data	Section	2426	20	0	2446
2018-11-24	14:11:06	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	14:11:06	Normalisation and integration	Subsection	509	3	0	512
2018-11-24	14:11:06	Grouping cells	Subsection	388	2	0	390
2018-11-24	14:11:06	Ordering cells	Subsection	231	2	0	233
2018-11-24	14:11:06	Gene detection and interpretation	Subsection	8	4	0	12
2018-11-24	14:11:06	Alternative analyses	Subsection	7	2	0	9
2018-11-24	14:11:06	Kidney development	Section	18	11	0	29
2018-11-24	14:11:06	Structure and function	Subsection	7	3	0	10
2018-11-24	14:11:06	Stages of development	Subsection	3	3	0	6
2018-11-24	14:11:06	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	14:11:06	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	14:11:06	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	14:11:06	Introduction	Section	0	1	0	1
2018-11-24	14:11:06	Splatter publication	Section	0	2	0	2
2018-11-24	14:11:06	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	14:11:06	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	14:11:06	Conclusion	Chapter	0	1	0	1
2018-11-24	14:11:06	References	Chapter	0	1	0	1
2018-11-24	14:42:34	docs/thesis.tex	Document	4754	88	0	4842
2018-11-24	14:42:34	Introduction	Chapter	4599	58	0	4657
2018-11-24	14:42:34	RNA sequencing	Section	21	12	0	33
2018-11-24	14:42:34	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	14:42:34	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	14:42:34	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	14:42:34	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	14:42:34	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	14:42:34	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	14:42:34	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	14:42:34	Recent advances	Subsection	390	2	0	392
2018-11-24	14:42:34	Analysing scRNA-seq data	Section	2912	20	0	2932
2018-11-24	14:42:34	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	14:42:34	Normalisation and integration	Subsection	509	3	0	512
2018-11-24	14:42:34	Grouping cells	Subsection	388	2	0	390
2018-11-24	14:42:34	Ordering cells	Subsection	231	2	0	233
2018-11-24	14:42:34	Gene detection and interpretation	Subsection	494	4	0	498
2018-11-24	14:42:34	Alternative analyses	Subsection	7	2	0	9
2018-11-24	14:42:34	Kidney development	Section	18	11	0	29
2018-11-24	14:42:34	Structure and function	Subsection	7	3	0	10
2018-11-24	14:42:34	Stages of development	Subsection	3	3	0	6
2018-11-24	14:42:34	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	14:42:34	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	14:42:34	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	14:42:34	Introduction	Section	0	1	0	1
2018-11-24	14:42:34	Splatter publication	Section	0	2	0	2
2018-11-24	14:42:34	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	14:42:34	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	14:42:34	Conclusion	Chapter	0	1	0	1
2018-11-24	14:42:34	References	Chapter	0	1	0	1
2018-11-24	15:11:29	docs/thesis.tex	Document	4982	88	0	5070
2018-11-24	15:11:29	Introduction	Chapter	4827	58	0	4885
2018-11-24	15:11:29	RNA sequencing	Section	21	12	0	33
2018-11-24	15:11:29	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	15:11:29	High-throughput sequencing	Subsection	5	2	0	7
2018-11-24	15:11:29	Analysis of RNA-seq data	Subsection	8	4	0	12
2018-11-24	15:11:29	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	15:11:29	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	15:11:29	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	15:11:29	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	15:11:29	Recent advances	Subsection	390	2	0	392
2018-11-24	15:11:29	Analysing scRNA-seq data	Section	3140	20	0	3160
2018-11-24	15:11:29	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	15:11:29	Normalisation and integration	Subsection	509	3	0	512
2018-11-24	15:11:29	Grouping cells	Subsection	388	2	0	390
2018-11-24	15:11:29	Ordering cells	Subsection	349	2	0	351
2018-11-24	15:11:29	Gene detection and interpretation	Subsection	494	4	0	498
2018-11-24	15:11:29	Alternative analyses	Subsection	115	2	0	117
2018-11-24	15:11:29	Kidney development	Section	18	11	0	29
2018-11-24	15:11:29	Structure and function	Subsection	7	3	0	10
2018-11-24	15:11:29	Stages of development	Subsection	3	3	0	6
2018-11-24	15:11:29	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	15:11:29	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	15:11:29	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	15:11:29	Introduction	Section	0	1	0	1
2018-11-24	15:11:29	Splatter publication	Section	0	2	0	2
2018-11-24	15:11:29	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	15:11:29	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	15:11:29	Conclusion	Chapter	0	1	0	1
2018-11-24	15:11:29	References	Chapter	0	1	0	1
2018-11-24	17:12:17	docs/thesis.tex	Document	5675	88	0	5763
2018-11-24	17:12:17	Introduction	Chapter	5520	58	0	5578
2018-11-24	17:12:17	RNA sequencing	Section	242	12	0	254
2018-11-24	17:12:17	Capture and reverse transcription	Subsection	4	4	0	8
2018-11-24	17:12:17	High-throughput sequencing	Subsection	7	2	0	9
2018-11-24	17:12:17	Analysis of RNA-seq data	Subsection	11	4	0	15
2018-11-24	17:12:17	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	17:12:17	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	17:12:17	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	17:12:17	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	17:12:17	Recent advances	Subsection	390	2	0	392
2018-11-24	17:12:17	Analysing scRNA-seq data	Section	3140	20	0	3160
2018-11-24	17:12:17	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	17:12:17	Normalisation and integration	Subsection	509	3	0	512
2018-11-24	17:12:17	Grouping cells	Subsection	388	2	0	390
2018-11-24	17:12:17	Ordering cells	Subsection	349	2	0	351
2018-11-24	17:12:17	Gene detection and interpretation	Subsection	494	4	0	498
2018-11-24	17:12:17	Alternative analyses	Subsection	115	2	0	117
2018-11-24	17:12:17	Kidney development	Section	18	11	0	29
2018-11-24	17:12:17	Structure and function	Subsection	7	3	0	10
2018-11-24	17:12:17	Stages of development	Subsection	3	3	0	6
2018-11-24	17:12:17	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	17:12:17	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	17:12:17	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	17:12:17	Introduction	Section	0	1	0	1
2018-11-24	17:12:17	Splatter publication	Section	0	2	0	2
2018-11-24	17:12:17	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	17:12:17	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	17:12:17	Conclusion	Chapter	0	1	0	1
2018-11-24	17:12:17	References	Chapter	0	1	0	1
